Sort,Year,Sport,Gender,Event,Athlete,Medal,City,Country,Team,Code,Birthdate
4585,2010,Alpine Skiing,F,Giant slalom,Tina Maze,SILVER,Vancouver,Canada,Slovenia,SVN,
4586,2010,Alpine Skiing,F,Giant slalom,Elisabeth Gorgi,BRONZE,Vancouver,Canada,Austria,AUT,
4587,2010,Alpine Skiing,M,Slalom,Giuliano Razzoli,GOLD,Vancouver,Canada,Italy,ITA,
4588,2010,Alpine Skiing,M,Slalom,Ivica Kostelic,SILVER,Vancouver,Canada,Croatia,HRV,
4589,2010,Alpine Skiing,M,Slalom,Andre Myhrer,BRONZE,Vancouver,Canada,Sweden,SWE,
4590,2010,Alpine Skiing,F,Slalom,Maria Riesch,GOLD,Vancouver,Canada,Germany,DEU,
4591,2010,Alpine Skiing,F,Slalom,Marlies Schild,SILVER,Vancouver,Canada,Austria,AUT,
4592,2010,Alpine Skiing,F,Slalom,Sarka Zahrobska,BRONZE,Vancouver,Canada,Czech Republic,CZE,
4593,2010,Alpine Skiing,M,Combined,Bode Miller,GOLD,Vancouver,Canada,United States,USA,
4594,2010,Alpine Skiing,M,Combined,Ivica Kostelic,SILVER,Vancouver,Canada,Croatia,HRV,
4595,2010,Alpine Skiing,M,Combined,Silvan Zurbiggen,BRONZE,Vancouver,Canada,Switzerland,CHE,
4596,2010,Alpine Skiing,F,Combined,Maria Riesch,GOLD,Vancouver,Canada,Germany,DEU,
4597,2010,Alpine Skiing,F,Combined,Julia Mancuso,SILVER,Vancouver,Canada,United States,USA,
4598,2010,Alpine Skiing,F,Combined,Anja Parson,BRONZE,Vancouver,Canada,Sweden,SWE,
4599,2010,Biathlon,F,7.5Km Sprint,Anastasiya Kuzmina,GOLD,Vancouver,Canada,Slovakia,SVK,
4600,2010,Biathlon,F,7.5Km Sprint,Magdalena Neuner,SILVER,Vancouver,Canada,Germany,DEU,
4601,2010,Biathlon,F,7.5Km Sprint,Marie Dorin,BRONZE,Vancouver,Canada,France,FRA,
4602,2010,Biathlon,M,10km Sprint,Vincent Jay,GOLD,Vancouver,Canada,France,FRA,
4603,2010,Biathlon,M,10km Sprint,Emil Hegle,SILVER,Vancouver,Canada,Norway,NOR,
4604,2010,Biathlon,M,10km Sprint,Jakov Fak,BRONZE,Vancouver,Canada,Croatia,HRV,
4605,2010,Biathlon,F,10km Pursuit,Magdalena Neuner,GOLD,Vancouver,Canada,Germany,DEU,
4606,2010,Biathlon,F,10km Pursuit,Anastasiya Kuzmina,SILVER,Vancouver,Canada,Slovakia,SVK,
4607,2010,Biathlon,F,10km Pursuit,Marie-Laure Brunet,BRONZE,Vancouver,Canada,France,FRA,
4608,2010,Biathlon,F,12.5km Mass Start,Magdalena Neuner,GOLD,Vancouver,Canada,Germany,DEU,
4609,2010,Biathlon,F,12.5km Mass Start,Olga Zaitseva,SILVER,Vancouver,Canada,Russia,RUS,
4610,2010,Biathlon,F,12.5km Mass Start,Simone Hauswald,BRONZE,Vancouver,Canada,Germany,DEU,
4611,2010,Biathlon,M,12.5km Pursuit,Bjorn Ferry,GOLD,Vancouver,Canada,Sweden,SWE,
4612,2010,Biathlon,M,12.5km Pursuit,Christoph Sunann,SILVER,Vancouver,Canada,Austria,AUT,
4613,2010,Biathlon,M,12.5km Pursuit,Vincent Jay,BRONZE,Vancouver,Canada,France,FRA,
4614,2010,Biathlon,F,15Km Individual,Tora Berger,GOLD,Vancouver,Canada,Norway,NOR,
4615,2010,Biathlon,F,15Km Individual,Elena Khrustaleva,SILVER,Vancouver,Canada,Kazakhstan,KAZ,
4616,2010,Biathlon,F,15Km Individual,Darya Domracheva,BRONZE,Vancouver,Canada,Belarus,BLR,
4617,2010,Biathlon,M,15km Mass Start,Evgeny Ustyugov,GOLD,Vancouver,Canada,Russia,RUS,
4618,2010,Biathlon,M,15km Mass Start,Martin Fourcade,SILVER,Vancouver,Canada,France,FRA,
4619,2010,Biathlon,M,15km Mass Start,Pavol Hurajt,BRONZE,Vancouver,Canada,Slovakia,SVK,
4620,2010,Biathlon,M,20Km Individual,Emil Hegle,GOLD,Vancouver,Canada,Norway,NOR,
4621,2010,Biathlon,M,20Km Individual,Ole Einar,SILVER,Vancouver,Canada,Norway,NOR,
4622,2010,Biathlon,M,20Km Individual,Sergey Novikov,SILVER,Vancouver,Canada,Belarus,BLR,
4623,2010,Biathlon,F,4x6km Relay,Svetlana Sleptsova,GOLD,Vancouver,Canada,Russia,RUS,
4624,2010,Biathlon,F,4x6km Relay,Anna Bogaliy-Titovets,GOLD,Vancouver,Canada,Russia,RUS,
4625,2010,Biathlon,F,4x6km Relay,Olga Medvedtseva,GOLD,Vancouver,Canada,Russia,RUS,
4626,2010,Biathlon,F,4x6km Relay,Olga Zaitseva,GOLD,Vancouver,Canada,Russia,RUS,
4627,2010,Biathlon,F,4x6km Relay,Marie-Laure Brunet,SILVER,Vancouver,Canada,France,FRA,
4628,2010,Biathlon,F,4x6km Relay,Sylvie Becaert,SILVER,Vancouver,Canada,France,FRA,
4629,2010,Biathlon,F,4x6km Relay,Marie Dorin,SILVER,Vancouver,Canada,France,FRA,
4630,2010,Biathlon,F,4x6km Relay,Sandrine Bailly,SILVER,Vancouver,Canada,France,FRA,
4631,2010,Biathlon,F,4x6km Relay,Kati Wihelm,BRONZE,Vancouver,Canada,Germany,DEU,
4632,2010,Biathlon,F,4x6km Relay,Simone Hauswald,BRONZE,Vancouver,Canada,Germany,DEU,
4633,2010,Biathlon,F,4x6km Relay,Martina Beck,BRONZE,Vancouver,Canada,Germany,DEU,
4634,2010,Biathlon,F,4x6km Relay,Andrea Henkel,BRONZE,Vancouver,Canada,Germany,DEU,
4635,2010,Biathlon,M,4x7.5km Relay,Halvard Hanevoid,GOLD,Vancouver,Canada,Norway,NOR,
4636,2010,Biathlon,M,4x7.5km Relay,Tarje Bo,GOLD,Vancouver,Canada,Norway,NOR,
4637,2010,Biathlon,M,4x7.5km Relay,Emil Hegle Svendsen,GOLD,Vancouver,Canada,Norway,NOR,
4638,2010,Biathlon,M,4x7.5km Relay,Ole Einar Bjomdalen,GOLD,Vancouver,Canada,Norway,NOR,
4639,2010,Biathlon,M,4x7.5km Relay,Simon Eder,SILVER,Vancouver,Canada,Austria,AUT,
4640,2010,Biathlon,M,4x7.5km Relay,Daniel Mesotitsch,SILVER,Vancouver,Canada,Austria,AUT,
4641,2010,Biathlon,M,4x7.5km Relay,Dominik Landertinger,SILVER,Vancouver,Canada,Austria,AUT,
4642,2010,Biathlon,M,4x7.5km Relay,Christoph Sumann,SILVER,Vancouver,Canada,Austria,AUT,
4643,2010,Biathlon,M,4x7.5km Relay,Ivan Tcherezov,BRONZE,Vancouver,Canada,Russia,RUS,
4644,2010,Biathlon,M,4x7.5km Relay,Anton Shipulin,BRONZE,Vancouver,Canada,Russia,RUS,
4645,2010,Biathlon,M,4x7.5km Relay,Maxim Tchoudov,BRONZE,Vancouver,Canada,Russia,RUS,
4646,2010,Biathlon,M,4x7.5km Relay,Evgeny Ustyugov,BRONZE,Vancouver,Canada,Russia,RUS,
4647,2010,Bobsleigh,M,2-Man Bobsled,Andre Lange,GOLD,Vancouver,Canada,Germany,DEU,
4648,2010,Bobsleigh,M,2-Man Bobsled,Kevin Kuske,GOLD,Vancouver,Canada,Germany,DEU,
4649,2010,Bobsleigh,M,2-Man Bobsled,Thomas Florschutz,SILVER,Vancouver,Canada,Germany,DEU,
4650,2010,Bobsleigh,M,2-Man Bobsled,Richard Adjei,SILVER,Vancouver,Canada,Germany,DEU,
4651,2010,Bobsleigh,M,2-Man Bobsled,Alexandr Zubkov,BRONZE,Vancouver,Canada,Russia,RUS,
4652,2010,Bobsleigh,M,2-Man Bobsled,Alexey Voyevoda,BRONZE,Vancouver,Canada,Russia,RUS,
4653,2010,Bobsleigh,F,2-Woman Bobsled,Kaillie Humphries,GOLD,Vancouver,Canada,Canada,CAN,
4654,2010,Bobsleigh,F,2-Woman Bobsled,Heather Moyse,GOLD,Vancouver,Canada,Canada,CAN,
4655,2010,Bobsleigh,F,2-Woman Bobsled,Helen Upperton,SILVER,Vancouver,Canada,Canada,CAN,
4656,2010,Bobsleigh,F,2-Woman Bobsled,Shelley-Ann Brown,SILVER,Vancouver,Canada,Canada,CAN,
4657,2010,Bobsleigh,F,2-Woman Bobsled,Erin Pac,BRONZE,Vancouver,Canada,United States,USA,
4658,2010,Bobsleigh,F,2-Woman Bobsled,Elana Meyers,BRONZE,Vancouver,Canada,United States,USA,
4659,2010,Bobsleigh,M,4-Man Bobsled,Steve Holcomb,GOLD,Vancouver,Canada,United States,USA,
4660,2010,Bobsleigh,M,4-Man Bobsled,Steve Mesler,GOLD,Vancouver,Canada,United States,USA,
4661,2010,Bobsleigh,M,4-Man Bobsled,Curtis Tomasevicz,GOLD,Vancouver,Canada,United States,USA,
4662,2010,Bobsleigh,M,4-Man Bobsled,Justin Olsen,GOLD,Vancouver,Canada,United States,USA,
4663,2010,Bobsleigh,M,4-Man Bobsled,Andre Lange,SILVER,Vancouver,Canada,Germany,DEU,
4664,2010,Bobsleigh,M,4-Man Bobsled,Kevin Kuske,SILVER,Vancouver,Canada,Germany,DEU,
4665,2010,Bobsleigh,M,4-Man Bobsled,Alexander Rodiger,SILVER,Vancouver,Canada,Germany,DEU,
4666,2010,Bobsleigh,M,4-Man Bobsled,Martin Putze,SILVER,Vancouver,Canada,Germany,DEU,
4667,2010,Bobsleigh,M,4-Man Bobsled,Lyndon Rush,BRONZE,Vancouver,Canada,Canada,CAN,
4668,2010,Bobsleigh,M,4-Man Bobsled,David Bissett,BRONZE,Vancouver,Canada,Canada,CAN,
4669,2010,Bobsleigh,M,4-Man Bobsled,Lascelles Brown,BRONZE,Vancouver,Canada,Canada,CAN,
4670,2010,Bobsleigh,M,4-Man Bobsled,Chris le Bihan,BRONZE,Vancouver,Canada,Canada,CAN,
4671,2010,Cross-Country Skiing,M,Sprint,Nikita Kriukov,GOLD,Vancouver,Canada,Russia,RUS,
4672,2010,Cross-Country Skiing,M,Sprint,Alexander Panzhinskiy,SILVER,Vancouver,Canada,Russia,RUS,
4673,2010,Cross-Country Skiing,M,Sprint,Petter Northug,BRONZE,Vancouver,Canada,Norway,NOR,
4674,2010,Cross-Country Skiing,F,Sprint,Marit Bjorgen,GOLD,Vancouver,Canada,Norway,NOR,
4675,2010,Cross-Country Skiing,F,Sprint,Justyna Kowalczyk,SILVER,Vancouver,Canada,Poland,POL,
4676,2010,Cross-Country Skiing,F,Sprint,Petra Majdic,BRONZE,Vancouver,Canada,Slovenia,SVN,
4677,2010,Cross-Country Skiing,F,10km,Charlotte Kalla,GOLD,Vancouver,Canada,Sweden,SWE,
4678,2010,Cross-Country Skiing,F,10km,Kristina Smigun-Vahi,SILVER,Vancouver,Canada,Estonia,EST,
4679,2010,Cross-Country Skiing,F,10km,Marit Bjorgen,BRONZE,Vancouver,Canada,Norway,NOR,
4680,2010,Cross-Country Skiing,M,15km,Dario Cologna,GOLD,Vancouver,Canada,Switzerland,CHE,
4681,2010,Cross-Country Skiing,M,15km,Pietro Piller,SILVER,Vancouver,Canada,Italy,ITA,
4682,2010,Cross-Country Skiing,M,15km,Lukas Bauer,BRONZE,Vancouver,Canada,Czech Republic,CZE,
4683,2010,Cross-Country Skiing,F,30km,Justyna Kowalczyk,GOLD,Vancouver,Canada,Poland,POL,
4684,2010,Cross-Country Skiing,F,30km,Marit Bjorgen,SILVER,Vancouver,Canada,Norway,NOR,
4685,2010,Cross-Country Skiing,F,30km,Aino-Kaisa Saarinen,BRONZE,Vancouver,Canada,Finland,FIN,
4686,2010,Cross-Country Skiing,M,50km,Petter Northug,GOLD,Vancouver,Canada,Norway,NOR,
4687,2010,Cross-Country Skiing,M,50km,Axel Teichmann,SILVER,Vancouver,Canada,Germany,DEU,
4688,2010,Cross-Country Skiing,M,50km,Johan Olsson,BRONZE,Vancouver,Canada,Sweden,SWE,
4689,2010,Cross-Country Skiing,M,Team Sprint,Oystein Pettersen,GOLD,Vancouver,Canada,Norway,NOR,
4690,2010,Cross-Country Skiing,M,Team Sprint,Petter Northug,GOLD,Vancouver,Canada,Norway,NOR,
4691,2010,Cross-Country Skiing,M,Team Sprint,Tim Tscharnke,SILVER,Vancouver,Canada,Germany,DEU,
4692,2010,Cross-Country Skiing,M,Team Sprint,Axel Teichmann,SILVER,Vancouver,Canada,Germany,DEU,
4693,2010,Cross-Country Skiing,M,Team Sprint,Nikolay Morilov,BRONZE,Vancouver,Canada,Russia,RUS,
4694,2010,Cross-Country Skiing,M,Team Sprint,Alesey Petuklov,BRONZE,Vancouver,Canada,Russia,RUS,
4695,2010,Cross-Country Skiing,F,Team Sprint,Evi Sachenbacher-Stehle,GOLD,Vancouver,Canada,Germany,DEU,
4696,2010,Cross-Country Skiing,F,Team Sprint,Claudia Nystad,GOLD,Vancouver,Canada,Germany,DEU,
4697,2010,Cross-Country Skiing,F,Team Sprint,Charlotte Kalla,SILVER,Vancouver,Canada,Sweden,SWE,
4698,2010,Cross-Country Skiing,F,Team Sprint,Anna Haag,SILVER,Vancouver,Canada,Sweden,SWE,
4699,2010,Cross-Country Skiing,F,Team Sprint,Irina Khazova,BRONZE,Vancouver,Canada,Russia,RUS,
4700,2010,Cross-Country Skiing,F,Team Sprint,Natalya Korostelyova,BRONZE,Vancouver,Canada,Russia,RUS,
4701,2010,Cross-Country Skiing,F,4x5km Relay,Vibeke Skofterud,GOLD,Vancouver,Canada,Norway,NOR,
4702,2010,Cross-Country Skiing,F,4x5km Relay,Therese Johaug,GOLD,Vancouver,Canada,Norway,NOR,
4703,2010,Cross-Country Skiing,F,4x5km Relay,Kristin Stormer Steira,GOLD,Vancouver,Canada,Norway,NOR,
4704,2010,Cross-Country Skiing,F,4x5km Relay,Marit Bjorgen,GOLD,Vancouver,Canada,Norway,NOR,
4705,2010,Cross-Country Skiing,F,4x5km Relay,Katrin Zeller,SILVER,Vancouver,Canada,Germany,DEU,
4706,2010,Cross-Country Skiing,F,4x5km Relay,Evi Sachenbacher-Stehle,SILVER,Vancouver,Canada,Germany,DEU,
4707,2010,Cross-Country Skiing,F,4x5km Relay,Miriam Gossner,SILVER,Vancouver,Canada,Germany,DEU,
4708,2010,Cross-Country Skiing,F,4x5km Relay,Claudia Nystad,SILVER,Vancouver,Canada,Germany,DEU,
4709,2010,Cross-Country Skiing,F,4x5km Relay,Pirjo Muranen,BRONZE,Vancouver,Canada,Finland,FIN,
4710,2010,Cross-Country Skiing,F,4x5km Relay,Virpi Kuitunen,BRONZE,Vancouver,Canada,Finland,FIN,
4711,2010,Cross-Country Skiing,F,4x5km Relay,Riitta-Liisa Roponen,BRONZE,Vancouver,Canada,Finland,FIN,
4712,2010,Cross-Country Skiing,F,4x5km Relay,Aino-Kaisa Saarinen,BRONZE,Vancouver,Canada,Finland,FIN,
4713,2010,Cross-Country Skiing,M,4x10km relay,Daniel Rickardsson,GOLD,Vancouver,Canada,Sweden,SWE,
4714,2010,Cross-Country Skiing,M,4x10km relay,Johan Olsson,GOLD,Vancouver,Canada,Sweden,SWE,
4715,2010,Cross-Country Skiing,M,4x10km relay,Anders Sodergren,GOLD,Vancouver,Canada,Sweden,SWE,
4716,2010,Cross-Country Skiing,M,4x10km relay,Marcus Hellner,GOLD,Vancouver,Canada,Sweden,SWE,
4717,2010,Cross-Country Skiing,M,4x10km relay,Martin Johnsrud Sundby,SILVER,Vancouver,Canada,Norway,NOR,
4718,2010,Cross-Country Skiing,M,4x10km relay,Odd-Bjorn Hjelmeset,SILVER,Vancouver,Canada,Norway,NOR,
4719,2010,Cross-Country Skiing,M,4x10km relay,Lars Berger,SILVER,Vancouver,Canada,Norway,NOR,
4720,2010,Cross-Country Skiing,M,4x10km relay,Petter Northug,SILVER,Vancouver,Canada,Norway,NOR,
4721,2010,Cross-Country Skiing,M,4x10km relay,Martin Jaks,BRONZE,Vancouver,Canada,Czech Republic,CZE,
4722,2010,Cross-Country Skiing,M,4x10km relay,Lukas Bauer,BRONZE,Vancouver,Canada,Czech Republic,CZE,
4723,2010,Cross-Country Skiing,M,4x10km relay,Jiri Magal,BRONZE,Vancouver,Canada,Czech Republic,CZE,
4724,2010,Cross-Country Skiing,M,4x10km relay,Martin Koukal,BRONZE,Vancouver,Canada,Czech Republic,CZE,
4725,2010,Cross-Country Skiing,M,2x15km Skiathlon,Marcus Hellner,GOLD,Vancouver,Canada,Sweden,SWE,
4726,2010,Cross-Country Skiing,M,2x15km Skiathlon,Tobias Angerer,SILVER,Vancouver,Canada,Germany,DEU,
4727,2010,Cross-Country Skiing,M,2x15km Skiathlon,Johan Olsson,BRONZE,Vancouver,Canada,Sweden,SWE,
4728,2010,Cross-Country Skiing,F,2x7.5km Skiathlon,Marit Bjorgen,GOLD,Vancouver,Canada,Norway,NOR,
4729,2010,Cross-Country Skiing,F,2x7.5km Skiathlon,Anna Haag,SILVER,Vancouver,Canada,Sweden,SWE,
4730,2010,Cross-Country Skiing,F,2x7.5km Skiathlon,Justyna Kowalczyk,BRONZE,Vancouver,Canada,Poland,POL,
4731,2010,Curling,M,Team,Kevin Marti,GOLD,Vancouver,Canada,Canada,CAN,
4732,2010,Curling,M,Team,John Morris,GOLD,Vancouver,Canada,Canada,CAN,
4733,2010,Curling,M,Team,Marc Kennedy,GOLD,Vancouver,Canada,Canada,CAN,
4734,2010,Curling,M,Team,Ben Hebert,GOLD,Vancouver,Canada,Canada,CAN,
4735,2010,Curling,M,Team,Adam Enright,GOLD,Vancouver,Canada,Canada,CAN,
4736,2010,Curling,M,Team,Thomas Ulsrud,SILVER,Vancouver,Canada,Norway,NOR,
4737,2010,Curling,M,Team,Torger Nergard,SILVER,Vancouver,Canada,Norway,NOR,
4738,2010,Curling,M,Team,Christoffer Svae,SILVER,Vancouver,Canada,Norway,NOR,
4739,2010,Curling,M,Team,Havard Vad Petersson,SILVER,Vancouver,Canada,Norway,NOR,
4740,2010,Curling,M,Team,Thomas Lovold,SILVER,Vancouver,Canada,Norway,NOR,
4741,2010,Curling,M,Team,Ralph Stockli,BRONZE,Vancouver,Canada,Switzerland,CHE,
4742,2010,Curling,M,Team,Jan Hauser,BRONZE,Vancouver,Canada,Switzerland,CHE,
4743,2010,Curling,M,Team,Markus Eggler,BRONZE,Vancouver,Canada,Switzerland,CHE,
4744,2010,Curling,M,Team,Simon Strubin,BRONZE,Vancouver,Canada,Switzerland,CHE,
4745,2010,Curling,M,Team,Toni Muller,BRONZE,Vancouver,Canada,Switzerland,CHE,
4746,2010,Curling,F,Team,Anette Norberg,GOLD,Vancouver,Canada,Sweden,SWE,
4747,2010,Curling,F,Team,Eva Lund,GOLD,Vancouver,Canada,Sweden,SWE,
4748,2010,Curling,F,Team,Cathrine Lindahi,GOLD,Vancouver,Canada,Sweden,SWE,
4749,2010,Curling,F,Team,Anna Le Noine,GOLD,Vancouver,Canada,Sweden,SWE,
4750,2010,Curling,F,Team,Kajsa Bergstrom,GOLD,Vancouver,Canada,Sweden,SWE,
4751,2010,Curling,F,Team,Cheryl Bernard,SILVER,Vancouver,Canada,Canada,CAN,
4752,2010,Curling,F,Team,Susan O'Connor,SILVER,Vancouver,Canada,Canada,CAN,
4753,2010,Curling,F,Team,Carolyn Darbyshire,SILVER,Vancouver,Canada,Canada,CAN,
4754,2010,Curling,F,Team,Cori Bartel,SILVER,Vancouver,Canada,Canada,CAN,
4755,2010,Curling,F,Team,Kristie Moore,SILVER,Vancouver,Canada,Canada,CAN,
4756,2010,Curling,F,Team,Wang Beinyu,BRONZE,Vancouver,Canada,China,CHN,
4757,2010,Curling,F,Team,Liu Yin,BRONZE,Vancouver,Canada,China,CHN,
4758,2010,Curling,F,Team,Yue Qingshuang,BRONZE,Vancouver,Canada,China,CHN,
4759,2010,Curling,F,Team,Zhou Yan,BRONZE,Vancouver,Canada,China,CHN,
4760,2010,Curling,F,Team,Liu Jinli,BRONZE,Vancouver,Canada,China,CHN,
4761,2010,Figure Skating,M,Individual,Evan Lysacek,GOLD,Vancouver,Canada,United States,USA,
4762,2010,Figure Skating,M,Individual,Evgeni Plushenko,SILVER,Vancouver,Canada,Russia,RUS,
4763,2010,Figure Skating,M,Individual,Daisuke Takahashi,BRONZE,Vancouver,Canada,Japan,JPN,
4764,2010,Figure Skating,F,Individual,Kim Yu-Na,GOLD,Vancouver,Canada,Korea,KOR,
4765,2010,Figure Skating,F,Individual,Mao Asada,SILVER,Vancouver,Canada,Japan,JPN,
4766,2010,Figure Skating,F,Individual,Joannie Rochette,BRONZE,Vancouver,Canada,Canada,CAN,
4767,2010,Figure Skating,M,Pairs,Zhao Hongbo,GOLD,Vancouver,Canada,China,CHN,
4768,2010,Figure Skating,F,Pairs,Shen Xue,GOLD,Vancouver,Canada,China,CHN,
4769,2010,Figure Skating,M,Pairs,Tong Jian,SILVER,Vancouver,Canada,China,CHN,
4770,2010,Figure Skating,F,Pairs,Pang Qing,SILVER,Vancouver,Canada,China,CHN,
4771,2010,Figure Skating,M,Pairs,Robin Szolkowy,BRONZE,Vancouver,Canada,Germany,DEU,
4772,2010,Figure Skating,F,Pairs,Aliona Savchenko,BRONZE,Vancouver,Canada,Germany,DEU,
4773,2010,Figure Skating,M,Ice Dancing,Scott Moir,GOLD,Vancouver,Canada,Canada,CAN,
4774,2010,Figure Skating,F,Ice Dancing,Tessa Virtue,GOLD,Vancouver,Canada,Canada,CAN,
4775,2010,Figure Skating,M,Ice Dancing,Charlie White,SILVER,Vancouver,Canada,United States,USA,
4776,2010,Figure Skating,F,Ice Dancing,Meryl Davis,SILVER,Vancouver,Canada,United States,USA,
4777,2010,Figure Skating,M,Ice Dancing,Maxim Shabalin,BRONZE,Vancouver,Canada,Russia,RUS,
4778,2010,Figure Skating,F,Ice Dancing,Oksana Domnina,BRONZE,Vancouver,Canada,Russia,RUS,
4779,2010,Freestyle Skiing,M,Aerials,Alexei Grishin,GOLD,Vancouver,Canada,Belarus,BLR,
4780,2010,Freestyle Skiing,M,Aerials,Jeret Peterson,SILVER,Vancouver,Canada,United States,USA,
4781,2010,Freestyle Skiing,M,Aerials,Liu Zhongqing,BRONZE,Vancouver,Canada,China,CHN,
4782,2010,Freestyle Skiing,F,Aerials,Lydia Lassila,GOLD,Vancouver,Canada,Australia,AUS,
4783,2010,Freestyle Skiing,F,Aerials,Li Nina,SILVER,Vancouver,Canada,China,CHN,
4784,2010,Freestyle Skiing,F,Aerials,Guo Xinxin,BRONZE,Vancouver,Canada,China,CHN,
4785,2010,Freestyle Skiing,M,Moguls,Alexandre Bilodeau,GOLD,Vancouver,Canada,Canada,CAN,
4786,2010,Freestyle Skiing,M,Moguls,Dale Begg-Smith,SILVER,Vancouver,Canada,Australia,AUS,
4787,2010,Freestyle Skiing,M,Moguls,Bryon Wilson,BRONZE,Vancouver,Canada,United States,USA,
4788,2010,Freestyle Skiing,F,Moguls,Hannah Kearney,GOLD,Vancouver,Canada,United States,USA,
4789,2010,Freestyle Skiing,F,Moguls,Jennifer Heil,SILVER,Vancouver,Canada,Canada,CAN,
4790,2010,Freestyle Skiing,F,Moguls,Shannon Bahrke,BRONZE,Vancouver,Canada,United States,USA,
4791,2010,Freestyle Skiing,M,Ski Cross,Michael Schmid,GOLD,Vancouver,Canada,Switzerland,CHE,
4792,2010,Freestyle Skiing,M,Ski Cross,Andreas Matt,SILVER,Vancouver,Canada,Austria,AUT,
4793,2010,Freestyle Skiing,M,Ski Cross,Audun Gronvold,BRONZE,Vancouver,Canada,Norway,NOR,
4794,2010,Freestyle Skiing,F,Ski Cross,Ashleigh McIvor,GOLD,Vancouver,Canada,Canada,CAN,
4795,2010,Freestyle Skiing,F,Ski Cross,Hedda Bernsten,SILVER,Vancouver,Canada,Norway,NOR,
4796,2010,Freestyle Skiing,F,Ski Cross,Marion Josserand,BRONZE,Vancouver,Canada,France,FRA,
4797,2010,Ice Hockey,M,Ice Hockey,Patrice Bergeron,GOLD,Vancouver,Canada,Canada,CAN,
4798,2010,Ice Hockey,M,Ice Hockey,Dan Boyle,GOLD,Vancouver,Canada,Canada,CAN,
4799,2010,Ice Hockey,M,Ice Hockey,Martin Brodeur,GOLD,Vancouver,Canada,Canada,CAN,
4800,2010,Ice Hockey,M,Ice Hockey,Sidney Crosby,GOLD,Vancouver,Canada,Canada,CAN,
4801,2010,Ice Hockey,M,Ice Hockey,Drew Doughty,GOLD,Vancouver,Canada,Canada,CAN,
4802,2010,Ice Hockey,M,Ice Hockey,Marc-Andre Fleury,GOLD,Vancouver,Canada,Canada,CAN,
4803,2010,Ice Hockey,M,Ice Hockey,Ryan Getzlaf,GOLD,Vancouver,Canada,Canada,CAN,
4804,2010,Ice Hockey,M,Ice Hockey,Dany Heatley,GOLD,Vancouver,Canada,Canada,CAN,
4805,2010,Ice Hockey,M,Ice Hockey,Jarome Iginia,GOLD,Vancouver,Canada,Canada,CAN,
4806,2010,Ice Hockey,M,Ice Hockey,Duncan Keith,GOLD,Vancouver,Canada,Canada,CAN,
4807,2010,Ice Hockey,M,Ice Hockey,Roberto Luongo,GOLD,Vancouver,Canada,Canada,CAN,
4808,2010,Ice Hockey,M,Ice Hockey,Patrick Marleau,GOLD,Vancouver,Canada,Canada,CAN,
4809,2010,Ice Hockey,M,Ice Hockey,Breden Morrow,GOLD,Vancouver,Canada,Canada,CAN,
4810,2010,Ice Hockey,M,Ice Hockey,Rick Nash,GOLD,Vancouver,Canada,Canada,CAN,
4811,2010,Ice Hockey,M,Ice Hockey,Scott Niedermayer,GOLD,Vancouver,Canada,Canada,CAN,
4812,2010,Ice Hockey,M,Ice Hockey,Corey Perry,GOLD,Vancouver,Canada,Canada,CAN,
4813,2010,Ice Hockey,M,Ice Hockey,Chris Pronger,GOLD,Vancouver,Canada,Canada,CAN,
4814,2010,Ice Hockey,M,Ice Hockey,Mike Richards,GOLD,Vancouver,Canada,Canada,CAN,
4815,2010,Ice Hockey,M,Ice Hockey,Brent Seabrook,GOLD,Vancouver,Canada,Canada,CAN,
4816,2010,Ice Hockey,M,Ice Hockey,Eric Staal,GOLD,Vancouver,Canada,Canada,CAN,
4817,2010,Ice Hockey,M,Ice Hockey,Joe Thornton,GOLD,Vancouver,Canada,Canada,CAN,
4818,2010,Ice Hockey,M,Ice Hockey,Jonathan Toews,GOLD,Vancouver,Canada,Canada,CAN,
4819,2010,Ice Hockey,M,Ice Hockey,Shea Weber,GOLD,Vancouver,Canada,Canada,CAN,
4820,2010,Ice Hockey,M,Ice Hockey,David Backes,SILVER,Vancouver,Canada,United States,USA,
4821,2010,Ice Hockey,M,Ice Hockey,Dustin Brown,SILVER,Vancouver,Canada,United States,USA,
4822,2010,Ice Hockey,M,Ice Hockey,Ryan Callahan,SILVER,Vancouver,Canada,United States,USA,
4823,2010,Ice Hockey,M,Ice Hockey,Chris Drury,SILVER,Vancouver,Canada,United States,USA,
4824,2010,Ice Hockey,M,Ice Hockey,Tim Gleason,SILVER,Vancouver,Canada,United States,USA,
4825,2010,Ice Hockey,M,Ice Hockey,Erik Johnson,SILVER,Vancouver,Canada,United States,USA,
4826,2010,Ice Hockey,M,Ice Hockey,Patrick Kane,SILVER,Vancouver,Canada,United States,USA,
4827,2010,Ice Hockey,M,Ice Hockey,Ryan Kesler,SILVER,Vancouver,Canada,United States,USA,
4828,2010,Ice Hockey,M,Ice Hockey,Jamie Langenbrunner,SILVER,Vancouver,Canada,United States,USA,
4829,2010,Ice Hockey,M,Ice Hockey,Ryan Malone,SILVER,Vancouver,Canada,United States,USA,
4830,2010,Ice Hockey,M,Ice Hockey,Ryan Miller,SILVER,Vancouver,Canada,United States,USA,
4831,2010,Ice Hockey,M,Ice Hockey,Brooks Orpik,SILVER,Vancouver,Canada,United States,USA,
